speciesId,phylum,class,subclass,order,sub-order,infraorder,section,subsection,superfamily,family,subfamily,tribe,genus,subgenus,species,subspecies,taxonName,cleanup changes,source_file,Data cleanup changes,Unnamed: 17,subphylum,taxon,Unnamed: 19,14, speciesId,data cleanup changes,query,issue,query ,superorder,domain ,kingdom,Unnamed: 16,Unnamed: 18,section/parvorder,changes,Column,Column2,Column3,Column4,Column5,Column6,Column7,infraclass,commonName,Unnamed: 21,subphylum ,cleanup changes/comments,species2,Column8,Column9,cleanup changes ,Unnamed: 22,Unnamed: 20,clade 1,clade 2,clade 3,Unnamed: 23
A-Arth-Hexa-Diptera-002540,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Agromyzidae,Agromyzinae,,Ophiomyia,,,,<i>Ophiomyia</i> sp. ZRC_BDP0268042,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Agromyzidae-Agromyzinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002541,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Agromyzidae,Agromyzinae,,Ophiomyia,,,,<i>Ophiomyia</i> sp. ZRC_BDP0268587,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Agromyzidae-Agromyzinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002542,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Agromyzidae,Agromyzinae,,Ophiomyia,,,,<i>Ophiomyia</i> sp. ZRC_BDP0269390,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Agromyzidae-Agromyzinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002543,Arthopoda,Insecta,,Diptera,Nematocera,Psychodomorpha,,,Psychodoidea,Psychodidae,,,,,,,Psychodidae sp. ZRC_BDP0269764,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Psychodidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002544,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Sciomyzoidea,Sepsidae,,,Toxopoda,,,,<i>Toxopoda</i> sp. ZRC_BDP0268791,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Sepsidae-Toxopoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002545,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Sphaeroceroidea,Sphaeroceridae,,,,,,,Sphaeroceridae sp. ZRC_BDP0269698,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Sphaeroceridae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002546,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Sphaeroceroidea,Sphaeroceridae,,,,,,,Sphaeroceridae sp. ZRC_BDP0269776,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Sphaeroceridae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002547,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Sphaeroceroidea,Sphaeroceridae,,,,,,,Sphaeroceridae sp. ZRC_BDP0271421,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Sphaeroceridae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002548,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Sphaeroceroidea,Sphaeroceridae,,,,,,,Sphaeroceridae sp. ZRC_BDP0271523,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Sphaeroceridae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002549,Arthopoda,Insecta,,Diptera,Nematocera,Tipulomorpha,,,Tipuloidea,Tipulidae,Tipulinae,,,,,,Tipulinae sp. ZRC_BDP0269836,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Tipulidae-Tipulinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002550,Arthopoda,Insecta,,Diptera,Nematocera,Tipulomorpha,,,Tipuloidea,Tipulidae,Tipulinae,,,,,,Tipulinae sp. ZRC_BDP0269901,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Tipulidae-Tipulinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002551,Arthopoda,Insecta,,Diptera,Nematocera,Tipulomorpha,,,Tipuloidea,Tipulidae,Tipulinae,,,,,,Tipulinae sp. ZRC_BDP0269934,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Tipulidae-Tipulinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002552,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Ephydridae,,,,,,,Ephydridae sp. ZRC_BDP0267791,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Ephydridae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002553,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Ephydridae,,,,,,,Ephydridae sp. ZRC_BDP0267920,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Ephydridae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002555,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Carnoidea,Milichiidae,,,,,,,Milichiidae sp. ZRC_BDP0268944,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Milichiidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002557,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Agromyzidae,Agromyzinae,,Ophiomyia,,,,<i>Ophiomyia</i> sp. ZRC_BDP0269307,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Agromyzidae-Agromyzinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002558,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Carnoidea,Chloropidae,,,,,,,Chloropidae sp. ZRC_BDP0269359,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Chloropidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002559,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Calyptratae,,,,,,,,,Calyptratae sp. ZRC_BDP0269375,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Calyptratae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002560,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Carnoidea,Chloropidae,,,,,,,Chloropidae sp. ZRC_BDP0269467,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Chloropidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002561,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Carnoidea,Chloropidae,,,Elliponeura,,,,<i>Elliponeura</i> sp. ZRC_BDP0269534,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Chloropidae-Elliponeura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002562,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Ephydridae,,,,,,,Ephydridae sp. ZRC_BDP0269540,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Ephydridae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002563,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Agromyzidae,Agromyzinae,,Ophiomyia,,,,<i>Ophiomyia</i> sp. ZRC_BDP0270085,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Agromyzidae-Agromyzinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002564,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Agromyzidae,Agromyzinae,,Ophiomyia,,,,<i>Ophiomyia</i> sp. ZRC_BDP0270369,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Agromyzidae-Agromyzinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002565,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,,,,,,,Drosophilidae sp. ZRC_BDP0271308,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002566,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Agromyzidae,Agromyzinae,,Ophiomyia,,,,<i>Ophiomyia</i> sp. ZRC_BDP0271834,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Agromyzidae-Agromyzinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002567,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,Drosophilinae,,Mycodrosophila,,,,<i>Mycodrosophila</i> sp. ZRC_BDP0271897,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Mycodrosophila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002568,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,Drosophilinae,,Paramycodrosophila,,,,<i>Paramycodrosophila</i> sp. ZRC_BDP0271899,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Paramycodrosophila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002569,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Periscelididae,,,,,,,Periscelididae sp. ZRC_BDP0271985,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Periscelididae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002570,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Diopsoidea,Psilidae,,,,,,,Psilidae sp. ZRC_BDP0272753,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Psilidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002571,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Carnoidea,Chloropidae,,,Thressa,,,,<i>Thressa</i> sp. ZRC_BDP0272805,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Chloropidae-Thressa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002572,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Carnoidea,Chloropidae,,,,,,,Chloropidae sp. ZRC_BDP0290434,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Chloropidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002573,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Agromyzidae,Agromyzinae,,Ophiomyia,,,,<i>Ophiomyia</i> sp. ZRC_BDP0291306,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Agromyzidae-Agromyzinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002574,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,Drosophilinae,,Mycodrosophila,,,,<i>Mycodrosophila</i> sp. ZRC_BDP0291774,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Mycodrosophila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002575,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Ephydridae,,,Rhynchopsilopa,,,,<i>Rhynchopsilopa</i> sp. ZRC_BDP0291779,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Ephydridae-Rhynchopsilopa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002576,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,Drosophilinae,,Mycodrosophila,,,,<i>Mycodrosophila</i> sp. ZRC_BDP0291832,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Mycodrosophila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002577,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Carnoidea,Chloropidae,,,,,,,Chloropidae sp. ZRC_BDP0292108,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Chloropidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002578,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Agromyzidae,Agromyzinae,,Ophiomyia,,,,<i>Ophiomyia</i> sp. ZRC_BDP0292173,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Agromyzidae-Agromyzinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002579,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Agromyzidae,Agromyzinae,,Ophiomyia,,,,<i>Ophiomyia</i> sp. ZRC_BDP0292211,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Agromyzidae-Agromyzinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002580,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Agromyzidae,Agromyzinae,,Ophiomyia,,,,<i>Ophiomyia</i> sp. ZRC_BDP0292397,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Agromyzidae-Agromyzinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002581,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Agromyzidae,Agromyzinae,,Ophiomyia,,,,<i>Ophiomyia</i> sp. ZRC_BDP0292602,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Agromyzidae-Agromyzinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002582,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Stenomicridae,,,,,,,Stenomicridae sp. ZRC_BDP0292826,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Stenomicridae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002583,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Agromyzidae,Agromyzinae,,Ophiomyia,,,,<i>Ophiomyia</i> sp. ZRC_BDP0293443,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Agromyzidae-Agromyzinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002584,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,,,,,,,Drosophilidae sp. ZRC_BDP0293718,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002585,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,,,,,,,Drosophilidae sp. ZRC_BDP0292231,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002586,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,Drosophilinae,,Mycodrosophila,,,,<i>Mycodrosophila</i> sp. ZRC_BDP0293831,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Mycodrosophila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002587,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Carnoidea,Milichiidae,,,,,,,Milichiidae sp. ZRC_BDP0293971,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Milichiidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002588,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,,,,,,,Drosophilidae sp. ZRC_BDP0291712,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002589,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,Steganinae,,Stegana,,,,<i>Stegana</i> cf. sp. ZRC_BDP0294165,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Stegana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002590,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Agromyzidae,Agromyzinae,,Ophiomyia,,,,<i>Ophiomyia</i> sp. ZRC_BDP0294307,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Agromyzidae-Agromyzinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002591,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,,,,,,,Drosophilidae sp. ZRC_BDP0294191,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002592,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,Drosophilinae,Drosophilini,Mycodrosophila,,,,<i>Mycodrosophila</i> sp. ZRC_BDP0294569,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Mycodrosophila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002593,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,,,,,,,Drosophilidae sp. ZRC_BDP0294590,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002594,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Clusiidae,,,,,,,Clusiidae sp. ZRC_BDP0293392,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Clusiidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002595,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,,,,,,,Drosophilidae sp. ZRC_BDP0294070,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002596,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Carnoidea,Milichiidae,,,,,,,Milichiidae sp. ZRC_BDP0294957,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Milichiidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002597,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Calyptratae,,,,,,,,,Calyptrate sp. ZRC_BDP0294976,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Calyptratae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002598,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,,,,,,,Drosophilidae sp. ZRC_BDP0295155,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002599,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Agromyzidae,Agromyzinae,,Ophiomyia,,,,<i>Ophiomyia</i> sp. ZRC_BDP0295375,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Agromyzidae-Agromyzinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002600,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,,,,,,,Drosophilidae sp. ZRC_BDP0295407,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002601,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Carnoidea,Milichiidae,,,,,,,Milichiidae sp. ZRC_BDP0295740,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Milichiidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002602,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Opomyzoidea,Odiniidae,,,Odinia,,,,<i>Odinia</i> sp. ZRC_BDP0295876,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Odiniidae-Odinia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002603,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Ephydridae,,,,,,,Ephydridae sp. ZRC_BDP0296008,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Ephydridae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Diptera-002604,Arthopoda,Insecta,,Diptera,Brachycera,Muscomorpha,Schizophora,Acalyptratae,Ephydroidea,Drosophilidae,,,,,,,Drosophilidae sp. ZRC_BDP0296116,,(review dupes) Database - A-Arth-Hexa-Diptera.xlsx,,,,A-Arth-Hexa-Dipt-Drosophilidae-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
